order_id,order_date,customer_name,region,category,sub_category,sales,quantity,discount,profit
ORD-319843,2023-07-09,James Tucker,South,Office Supplies,Binders,206.92,2,0.03,43.45
ORD-319844,2024-02-18,Ashley Fowler,West,Technology,Accessories,310.51,7,0.03,65.21
ORD-319845,2024-09-25,Rose Green,East,Technology,Phones,145.34,8,0.07,24.71
ORD-319846,2023-11-15,Anthony Stanley,South,Office Supplies,Binders,1423.33,7,0.1,199.27
ORD-319847,2024-01-02,Roger Bennett,West,Technology,Accessories,1262.31,2,0.03,265.09
ORD-319848,2024-07-10,Ellen Hansen,South,Technology,Phones,908.57,5,0.0,218.06
ORD-319849,2025-02-11,Brian Gutierrez,West,Technology,Phones,1128.05,3,0.1,157.93
ORD-319850,2025-02-08,Thomas Allen,South,Office Supplies,Paper,386.11,9,0.07,65.64
ORD-319851,2024-02-06,Kathryn Thomas,East,Furniture,Chairs,91.7,10,0.03,19.26
ORD-319852,2026-03-31,Robert Reyes,West,Furniture,Tables,849.43,1,0.07,144.4
ORD-319853,2025-06-17,Stephen Green,East,Office Supplies,Paper,1008.45,1,0.03,211.77
ORD-319854,2025-09-09,Darlene West,East,Office Supplies,Paper,553.41,6,0.03,116.22
ORD-319855,2025-02-18,Stephanie Savage,South,Technology,Copiers,951.6,1,0.07,161.77
ORD-319856,2025-06-19,Susan Forbes,Central,Furniture,Chairs,1086.59,2,0.03,228.18
ORD-319857,2025-07-21,Jamie Mendoza,East,Office Supplies,Binders,160.93,3,0.0,38.62
ORD-319858,2023-06-16,Adam Reed,East,Office Supplies,Storage,1385.36,4,0.0,332.49
ORD-319859,2025-06-14,Robert Burke MD,East,Furniture,Tables,670.61,8,0.07,114.0
ORD-319860,2025-02-21,Christine Levy,East,Technology,Accessories,634.87,6,0.1,88.88
ORD-319861,2025-09-23,Kathleen Horton,South,Furniture,Tables,74.71,3,0.1,10.46
ORD-319862,2025-03-21,Brian Davis,South,Technology,Copiers,786.58,1,0.07,133.72
ORD-319863,2026-02-24,Gregory Brown,East,Office Supplies,Binders,850.7,2,0.03,178.65
ORD-319864,2024-01-08,Pamela Mejia,West,Office Supplies,Storage,449.02,5,0.03,94.29
ORD-319865,2023-04-22,Garrett Yates,West,Office Supplies,Binders,852.03,5,0.1,119.28
ORD-319866,2025-06-21,Mackenzie Williams,South,Technology,Phones,1202.01,3,0.03,252.42
ORD-319867,2024-01-25,Nancy Morales,West,Technology,Accessories,388.87,7,0.03,81.66
ORD-319868,2024-09-05,Michele Webb,East,Furniture,Chairs,1232.43,8,0.0,295.78
ORD-319869,2024-03-22,Cody Hill,Central,Technology,Copiers,1177.41,8,0.03,247.26
ORD-319870,2025-01-15,Gregory Torres,Central,Office Supplies,Binders,789.8,10,0.0,189.55
ORD-319871,2023-12-09,Angela Hall,South,Technology,Phones,1313.87,5,0.1,183.94
ORD-319872,2023-04-27,Dr. Paul Russell,West,Technology,Copiers,302.02,10,0.07,51.34
ORD-319873,2024-05-15,Charles Oliver,West,Furniture,Chairs,889.96,2,0.03,186.89
ORD-319874,2025-10-14,Bryan Wade,Central,Technology,Accessories,1128.7,1,0.0,270.89
ORD-319875,2026-02-19,Nicole Sawyer,East,Furniture,Bookcases,1317.12,6,0.07,223.91
ORD-319876,2024-04-08,Gloria Lee,East,Furniture,Bookcases,460.33,7,0.07,78.26
ORD-319877,2024-05-26,Sara Cole,Central,Office Supplies,Storage,105.6,3,0.1,14.78
ORD-319878,2026-03-29,Patricia Harvey,West,Technology,Phones,1086.69,8,0.0,260.81
ORD-319879,2025-09-28,Jeffery Simmons,Central,Furniture,Tables,1263.62,4,0.0,303.27
ORD-319880,2026-02-08,Karen Suarez,East,Office Supplies,Paper,1460.91,8,0.1,204.53
ORD-319881,2024-04-08,Carl Hunter,West,Office Supplies,Storage,1171.87,5,0.03,246.09
ORD-319882,2023-07-19,Carmen George,West,Technology,Copiers,464.01,6,0.07,78.88
ORD-319883,2025-09-09,Todd Moore,East,Furniture,Chairs,1103.05,2,0.0,264.73
ORD-319884,2026-03-20,Christina Rangel,South,Furniture,Bookcases,326.85,8,0.1,45.76
ORD-319885,2023-06-07,Keith Montoya,Central,Office Supplies,Paper,1015.88,10,0.03,213.33
ORD-319886,2025-01-24,Christopher Pineda,West,Furniture,Bookcases,1479.65,6,0.03,310.73
ORD-319887,2023-04-05,Laura Phillips,South,Technology,Accessories,247.26,7,0.03,51.92
ORD-319888,2023-05-23,Gabriel Morrison,East,Technology,Phones,1024.7,7,0.1,143.46
ORD-319889,2025-01-21,Melvin Hamilton,South,Furniture,Tables,1397.91,3,0.0,335.5
ORD-319890,2024-01-29,James Smith,South,Office Supplies,Storage,1219.32,8,0.03,256.06
ORD-319891,2024-03-17,Amber Harrison,East,Furniture,Bookcases,443.1,6,0.1,62.03
ORD-319892,2024-02-23,Thomas Garza,Central,Office Supplies,Binders,1051.96,10,0.1,147.27
ORD-319893,2023-07-08,Kenneth Gonzales,Central,Office Supplies,Storage,758.7,10,0.03,159.33
ORD-319894,2024-04-06,Jeffrey Osborne,West,Office Supplies,Binders,1436.16,9,0.0,344.68
ORD-319895,2026-03-20,Audrey Hernandez,South,Furniture,Chairs,260.99,9,0.03,54.81
ORD-319896,2026-03-19,Jason Jackson,West,Technology,Accessories,191.15,6,0.0,45.88
ORD-319897,2025-12-24,Erin Mckinney,East,Technology,Accessories,792.57,1,0.0,190.22
ORD-319898,2024-02-10,Scott Estrada,South,Furniture,Tables,1088.98,3,0.1,152.46
ORD-319899,2024-01-01,Katherine Hernandez,West,Technology,Accessories,357.1,9,0.0,85.7
ORD-319900,2024-06-05,Gary King,West,Furniture,Chairs,532.12,5,0.07,90.46
ORD-319901,2025-11-21,Daniel York,West,Office Supplies,Binders,1249.48,1,0.03,262.39
ORD-319902,2025-05-12,Stephen Phillips,South,Furniture,Chairs,512.54,1,0.07,87.13
ORD-319903,2024-01-22,Stephen Gray,Central,Technology,Copiers,1268.97,3,0.1,177.66
ORD-319904,2024-10-29,Paul Thomas,South,Technology,Accessories,947.63,8,0.0,227.43
ORD-319905,2024-04-25,Bianca Owens,West,Technology,Accessories,629.38,3,0.07,106.99
ORD-319906,2023-12-12,Steven Hughes,East,Technology,Accessories,1433.64,7,0.1,200.71
ORD-319907,2024-12-18,Jesse Bautista,Central,Office Supplies,Storage,412.96,4,0.1,57.81
ORD-319908,2024-07-26,Melissa Wilson,South,Technology,Phones,184.76,7,0.1,25.87
ORD-319909,2024-02-18,Gordon Wheeler,South,Technology,Accessories,1466.74,6,0.03,308.02
ORD-319910,2023-04-11,Blake Hess,West,Office Supplies,Binders,1286.77,3,0.07,218.75
ORD-319911,2025-06-06,Sarah Pierce,Central,Furniture,Bookcases,1006.98,2,0.07,171.19
ORD-319912,2024-05-31,Mark Ryan,South,Furniture,Bookcases,993.24,4,0.07,168.85
ORD-319913,2023-08-26,Stephen Kelly,West,Technology,Accessories,791.45,4,0.0,189.95
ORD-319914,2024-09-08,Brendan Rocha,South,Technology,Accessories,1116.07,8,0.0,267.86
ORD-319915,2023-08-01,William Lyons,West,Furniture,Bookcases,148.17,10,0.1,20.74
ORD-319916,2024-01-10,Amanda Gonzales,West,Furniture,Chairs,1148.78,9,0.1,160.83
ORD-319917,2024-10-03,Jordan Castro,Central,Technology,Accessories,821.91,8,0.07,139.72
ORD-319918,2024-04-21,Steven Blevins,Central,Office Supplies,Storage,554.08,1,0.1,77.57
ORD-319919,2024-09-21,Zachary Williams,Central,Office Supplies,Storage,261.05,6,0.0,62.65
ORD-319920,2024-11-25,Jodi Cain,Central,Technology,Accessories,617.41,2,0.0,148.18
ORD-319921,2025-05-22,Roy Donovan,South,Office Supplies,Paper,860.57,7,0.0,206.54
ORD-319922,2024-07-23,Christopher Farley,Central,Furniture,Bookcases,1486.92,6,0.03,312.25
ORD-319923,2024-11-27,Thomas Garza,East,Technology,Accessories,134.75,8,0.07,22.91
ORD-319924,2024-08-28,Cody Johnson,West,Furniture,Tables,349.57,5,0.1,48.94
ORD-319925,2024-02-26,Susan Becker,East,Furniture,Chairs,1196.24,8,0.03,251.21
ORD-319926,2024-03-12,Lisa Jones,Central,Office Supplies,Paper,866.34,5,0.1,121.29
ORD-319927,2024-05-28,Lynn Williams MD,East,Office Supplies,Paper,270.91,9,0.0,65.02
ORD-319928,2024-06-20,Alexis Bennett,West,Technology,Copiers,1022.0,5,0.0,245.28
ORD-319929,2024-06-07,John Mccullough,Central,Office Supplies,Binders,1490.27,10,0.1,208.64
ORD-319930,2024-11-30,Richard Valdez,West,Office Supplies,Storage,758.72,8,0.03,159.33
ORD-319931,2025-09-21,Lisa Hunt,West,Technology,Phones,380.35,2,0.03,79.87
ORD-319932,2023-11-16,George Hernandez,Central,Furniture,Bookcases,657.6,8,0.1,92.06
ORD-319933,2024-03-31,Pamela Coleman,Central,Technology,Accessories,68.7,10,0.1,9.62
ORD-319934,2024-02-10,Jacob Johnson,East,Technology,Accessories,201.18,7,0.1,28.17
ORD-319935,2023-10-23,Stephen Dominguez,Central,Furniture,Bookcases,57.62,3,0.03,12.1
ORD-319936,2024-06-14,Robert Flores,South,Furniture,Chairs,977.35,7,0.03,205.24
ORD-319937,2024-11-21,Dennis Olsen,South,Technology,Copiers,886.79,5,0.07,150.75
ORD-319938,2025-10-21,Jennifer Brown,Central,Furniture,Tables,1158.87,10,0.0,278.13
ORD-319939,2023-06-16,Katherine Wagner,Central,Furniture,Tables,616.7,8,0.0,148.01
ORD-319940,2023-10-04,Ms. Mary Carson,South,Furniture,Tables,1368.81,10,0.0,328.51
ORD-319941,2023-09-04,Caitlin Gonzales,West,Technology,Phones,1294.24,5,0.07,220.02
ORD-319942,2025-08-11,Manuel Griffin,South,Furniture,Chairs,1260.3,8,0.0,302.47
ORD-319943,2023-12-19,Mrs. Angela Johnson PhD,West,Technology,Copiers,1352.19,8,0.03,283.96
ORD-319944,2025-04-19,Alan Sanders,South,Office Supplies,Storage,1180.61,5,0.1,165.29
ORD-319945,2025-11-04,Marissa Martin,West,Furniture,Tables,1192.38,4,0.0,286.17
ORD-319946,2026-04-04,Kimberly Jones,East,Furniture,Tables,91.99,4,0.0,22.08
ORD-319947,2024-03-03,Mark Smith,East,Furniture,Tables,147.12,6,0.0,35.31
ORD-319948,2025-04-26,Melissa Carey,Central,Technology,Copiers,1089.46,10,0.1,152.52
ORD-319949,2024-02-05,Jordan Peterson,East,Technology,Copiers,252.21,6,0.03,52.96
ORD-319950,2023-12-27,Jessica Estes,South,Technology,Accessories,555.0,3,0.0,133.2
ORD-319951,2024-02-01,Cynthia Mckee,West,Technology,Copiers,1391.02,10,0.0,333.84
ORD-319952,2025-08-28,Brandi Thompson,East,Furniture,Bookcases,1242.55,5,0.0,298.21
ORD-319953,2025-05-26,Mr. Seth Jones DDS,Central,Office Supplies,Binders,240.34,3,0.03,50.47
ORD-319954,2025-07-03,Isaac Flores,South,Office Supplies,Binders,570.23,1,0.07,96.94
ORD-319955,2025-12-21,Karla Cannon,West,Technology,Accessories,1257.58,6,0.07,213.79
ORD-319956,2025-11-19,Edwin Edwards,South,Technology,Accessories,1412.96,7,0.0,339.11
ORD-319957,2023-04-20,Joshua Thomas,East,Furniture,Tables,102.88,6,0.1,14.4
ORD-319958,2024-08-17,Gregory Holmes,South,Technology,Accessories,153.03,7,0.07,26.02
ORD-319959,2025-07-03,John Russell,East,Office Supplies,Storage,365.79,1,0.0,87.79
ORD-319960,2025-02-19,Stacy White,South,Furniture,Bookcases,1321.33,9,0.0,317.12
ORD-319961,2025-05-29,Deborah Chambers,Central,Office Supplies,Binders,734.18,7,0.0,176.2
ORD-319962,2025-08-16,Mrs. Shelly Phillips,East,Office Supplies,Paper,988.51,3,0.0,237.24
ORD-319963,2025-11-14,Jennifer Smith,Central,Office Supplies,Paper,295.61,9,0.1,41.39
ORD-319964,2024-03-23,Kelli Harris,East,Technology,Accessories,391.19,8,0.1,54.77
ORD-319965,2024-05-25,Lauren Nolan,East,Technology,Phones,822.16,2,0.07,139.77
ORD-319966,2026-03-03,Dr. Sabrina Andersen DVM,East,Technology,Copiers,1193.16,9,0.0,286.36
ORD-319967,2023-12-06,Yolanda Wright,South,Office Supplies,Paper,416.1,3,0.1,58.25
ORD-319968,2026-01-09,Erika Velez,Central,Technology,Accessories,680.84,4,0.1,95.32
ORD-319969,2023-04-19,Holly Bell,West,Technology,Accessories,900.23,8,0.1,126.03
ORD-319970,2024-11-24,Kevin Nguyen,West,Furniture,Chairs,304.44,6,0.03,63.93
ORD-319971,2025-02-26,Richard Swanson,East,Furniture,Tables,614.88,2,0.07,104.53
ORD-319972,2024-06-11,Cynthia Collier,South,Office Supplies,Storage,1263.64,1,0.1,176.91
ORD-319973,2025-06-05,Jason Kramer,West,Furniture,Bookcases,1115.35,6,0.03,234.22
ORD-319974,2025-06-24,Alex Vargas,South,Furniture,Tables,899.6,10,0.07,152.93
ORD-319975,2024-02-04,John Clark,South,Office Supplies,Paper,778.18,5,0.1,108.95
ORD-319976,2023-06-30,Mary Contreras,East,Technology,Phones,358.73,1,0.07,60.98
ORD-319977,2025-05-11,Caleb King,East,Technology,Copiers,575.8,4,0.03,120.92
ORD-319978,2026-01-06,Casey Montoya,West,Technology,Copiers,145.62,6,0.07,24.76
ORD-319979,2024-12-08,Gregory Reeves,East,Furniture,Tables,1002.16,7,0.03,210.45
ORD-319980,2024-02-22,Drew Byrd,Central,Technology,Copiers,1387.28,10,0.03,291.33
ORD-319981,2024-06-16,Robin Mitchell,South,Furniture,Tables,431.68,2,0.0,103.6
ORD-319982,2026-02-11,Michael Anderson,West,Furniture,Tables,163.48,4,0.1,22.89
ORD-319983,2024-05-09,Makayla Palmer,South,Technology,Accessories,1023.7,7,0.07,174.03
ORD-319984,2025-07-16,Rhonda Nguyen,Central,Technology,Phones,838.06,9,0.0,201.13
ORD-319985,2024-09-05,Brian Gilbert,Central,Furniture,Chairs,1112.2,9,0.07,189.07
ORD-319986,2023-10-12,Michael Hester,East,Office Supplies,Binders,1438.27,5,0.07,244.51
ORD-319987,2024-01-11,Heidi Parker,Central,Office Supplies,Storage,1037.48,6,0.0,249.0
ORD-319988,2024-10-07,Rachel Stephens,West,Furniture,Bookcases,224.3,7,0.0,53.83
ORD-319989,2025-01-22,Steven Noble,Central,Technology,Phones,243.58,4,0.0,58.46
ORD-319990,2025-04-26,Jeremy Sanchez,Central,Furniture,Tables,463.88,1,0.03,97.41
ORD-319991,2023-07-21,Kimberly Lyons,Central,Office Supplies,Storage,1031.16,4,0.07,175.3
ORD-319992,2024-02-10,Jonathan Williams,East,Office Supplies,Binders,1461.76,2,0.03,306.97
ORD-319993,2025-08-29,Tyler Henderson,East,Technology,Phones,401.29,10,0.07,68.22
ORD-319994,2024-10-09,Andrea Andrade,Central,Technology,Accessories,590.05,3,0.03,123.91
ORD-319995,2025-07-08,Wesley Chavez,Central,Office Supplies,Paper,1413.78,5,0.03,296.89
ORD-319996,2023-09-25,Bryan Mcconnell,Central,Furniture,Chairs,1439.12,8,0.07,244.65
ORD-319997,2024-04-18,Jennifer Griffin,Central,Office Supplies,Binders,1182.36,5,0.07,201.0
ORD-319998,2026-03-23,Megan Porter DDS,South,Office Supplies,Paper,665.47,6,0.1,93.17
ORD-319999,2025-08-31,Joseph Romero,East,Technology,Accessories,1074.73,7,0.0,257.94
ORD-320000,2025-10-02,John Matthews,South,Office Supplies,Paper,571.04,2,0.1,79.95
ORD-320001,2024-06-24,Emily Molina,Central,Office Supplies,Storage,621.4,8,0.1,87.0
ORD-320002,2023-10-01,Brandy Harper,Central,Furniture,Tables,225.49,10,0.03,47.35
ORD-320003,2024-03-02,Toni Monroe,West,Technology,Phones,1059.25,3,0.07,180.07
ORD-320004,2024-04-17,Mary Adams,West,Furniture,Bookcases,1457.59,9,0.07,247.79
ORD-320005,2025-01-23,Holly Buchanan,West,Technology,Accessories,564.48,10,0.0,135.48
ORD-320006,2023-05-24,Monica Green,Central,Furniture,Tables,1106.08,10,0.07,188.03
ORD-320007,2023-09-24,Karen Ray,East,Office Supplies,Storage,1191.79,5,0.03,250.28
ORD-320008,2025-09-03,Keith Bell,South,Technology,Accessories,1158.66,5,0.0,278.08
ORD-320009,2025-08-05,Joel Freeman,South,Furniture,Tables,600.06,4,0.0,144.01
ORD-320010,2025-09-22,Brenda Woodard,Central,Furniture,Bookcases,623.95,5,0.07,106.07
ORD-320011,2023-07-26,Michael Hernandez,East,Furniture,Chairs,887.64,8,0.0,213.03
ORD-320012,2024-12-14,Robert Myers,West,Office Supplies,Paper,246.32,6,0.0,59.12
ORD-320013,2026-03-18,Kim Booker,West,Office Supplies,Binders,787.54,6,0.0,189.01
ORD-320014,2023-12-07,Matthew Sullivan,South,Office Supplies,Paper,1201.33,3,0.07,204.23
ORD-320015,2025-05-03,Jennifer Miller,Central,Office Supplies,Paper,1447.95,5,0.1,202.71
ORD-320016,2024-09-09,Michael Buck,South,Technology,Accessories,696.26,10,0.07,118.36
ORD-320017,2023-05-26,Robert Roberts,South,Technology,Phones,142.76,1,0.07,24.27
ORD-320018,2023-09-19,Jordan Ward,South,Furniture,Chairs,846.27,9,0.07,143.87
ORD-320019,2023-09-26,David Lopez,South,Office Supplies,Storage,912.72,9,0.03,191.67
ORD-320020,2023-10-28,Wanda White,Central,Furniture,Chairs,711.59,10,0.0,170.78
ORD-320021,2026-03-30,Maria Maldonado,South,Technology,Phones,546.75,5,0.03,114.82
ORD-320022,2023-07-10,Ashley Hamilton,South,Furniture,Tables,1195.32,8,0.0,286.88
ORD-320023,2026-02-10,Warren Pearson,Central,Technology,Copiers,1001.01,5,0.0,240.24
ORD-320024,2025-06-13,Joseph Bryant,West,Technology,Phones,260.81,7,0.0,62.59
ORD-320025,2023-11-18,Randall Smith,Central,Technology,Copiers,338.39,2,0.1,47.37
ORD-320026,2024-11-24,Angela Robinson,South,Office Supplies,Binders,393.94,4,0.03,82.73
ORD-320027,2024-06-16,Deborah Campos,South,Technology,Phones,329.24,3,0.1,46.09
ORD-320028,2026-03-12,Nancy Olson,South,Furniture,Bookcases,514.21,6,0.0,123.41
ORD-320029,2025-05-05,Albert Williams,South,Office Supplies,Storage,122.31,9,0.07,20.79
ORD-320030,2024-06-19,Krystal Reed,South,Furniture,Chairs,1045.42,3,0.07,177.72
ORD-320031,2026-01-23,Christopher Johnson,East,Office Supplies,Binders,496.89,7,0.07,84.47
ORD-320032,2024-08-17,Eric Bowman,East,Office Supplies,Storage,421.41,7,0.0,101.14
ORD-320033,2025-01-07,Tiffany Cruz,Central,Furniture,Tables,532.02,4,0.1,74.48
ORD-320034,2024-05-22,Joseph Lutz,West,Technology,Phones,160.02,8,0.0,38.4
ORD-320035,2025-09-02,Lee Bryant,East,Technology,Copiers,350.78,5,0.07,59.63
ORD-320036,2025-11-05,Ian Walker,Central,Office Supplies,Storage,194.35,3,0.0,46.64
ORD-320037,2026-03-20,Dustin Bush,Central,Furniture,Chairs,1084.91,4,0.0,260.38
ORD-320038,2026-03-24,Jordan Dunlap,Central,Technology,Accessories,1227.69,5,0.07,208.71
ORD-320039,2023-07-19,Alex Berry,East,Furniture,Tables,1368.81,10,0.07,232.7
ORD-320040,2024-04-27,Mark Curtis,East,Office Supplies,Binders,733.57,8,0.0,176.06
ORD-320041,2024-10-16,Lisa Miller,East,Office Supplies,Storage,618.81,7,0.03,129.95
ORD-320042,2026-01-29,Angela Harding,South,Office Supplies,Binders,189.66,8,0.0,45.52
ORD-320043,2024-12-19,Taylor Mendez,West,Technology,Phones,151.41,1,0.07,25.74
ORD-320044,2025-08-31,Amy Jackson,East,Technology,Accessories,614.66,9,0.03,129.08
ORD-320045,2023-08-07,Patrick Allen,South,Technology,Copiers,1245.01,7,0.03,261.45
ORD-320046,2024-04-09,Alexis Russell,East,Furniture,Chairs,554.29,4,0.1,77.6
ORD-320047,2024-07-14,Sharon Harris,East,Furniture,Tables,383.06,5,0.0,91.93
ORD-320048,2025-03-17,Alexander Perry,West,Furniture,Bookcases,946.11,8,0.07,160.84
ORD-320049,2025-11-04,Sharon Figueroa,South,Office Supplies,Binders,1178.62,3,0.07,200.37
ORD-320050,2024-05-18,Laura Rodriguez,East,Furniture,Tables,907.51,10,0.07,154.28
ORD-320051,2023-11-10,Rebecca Robinson,Central,Technology,Phones,899.58,7,0.07,152.93
ORD-320052,2024-10-01,Matthew Smith,East,Furniture,Bookcases,1226.01,10,0.1,171.64
ORD-320053,2025-11-13,John Hill,Central,Office Supplies,Binders,386.09,2,0.0,92.66
ORD-320054,2023-05-28,Briana Villarreal,East,Technology,Accessories,389.71,2,0.1,54.56
ORD-320055,2024-09-13,Michael Burch,South,Furniture,Bookcases,1313.48,3,0.03,275.83
ORD-320056,2025-07-09,Christian Aguilar,Central,Technology,Phones,1253.99,4,0.1,175.56
ORD-320057,2025-08-31,Katherine Sims,East,Furniture,Chairs,686.84,3,0.0,164.84
ORD-320058,2024-08-14,David Freeman,South,Furniture,Tables,198.0,6,0.1,27.72
ORD-320059,2025-07-22,Monique Spence,West,Furniture,Bookcases,1369.35,2,0.0,328.64
ORD-320060,2024-06-19,Kathryn Moore,East,Furniture,Chairs,1274.94,9,0.1,178.49
ORD-320061,2026-01-19,Kara Green,Central,Furniture,Bookcases,604.69,3,0.03,126.98
ORD-320062,2025-08-10,Carrie Jordan PhD,West,Technology,Copiers,953.32,4,0.1,133.46
ORD-320063,2024-09-09,Christopher Beltran,Central,Office Supplies,Paper,1469.07,7,0.1,205.67
ORD-320064,2025-01-27,Kevin Bush,East,Furniture,Bookcases,329.18,7,0.0,79.0
ORD-320065,2024-06-08,Jillian Sharp,South,Technology,Phones,1081.07,6,0.1,151.35
ORD-320066,2025-02-11,Sharon Lester,Central,Technology,Copiers,679.66,4,0.03,142.73
ORD-320067,2025-05-04,Charles Carpenter,West,Furniture,Chairs,704.26,7,0.0,169.02
ORD-320068,2024-05-28,Elizabeth Martin,East,Office Supplies,Storage,1456.19,2,0.07,247.55
ORD-320069,2024-05-12,Matthew Mack,South,Technology,Phones,376.71,5,0.03,79.11
ORD-320070,2025-06-30,Karen Wright,East,Office Supplies,Storage,847.75,3,0.03,178.03
ORD-320071,2023-09-05,Amanda Newman,West,Technology,Copiers,836.47,3,0.03,175.66
ORD-320072,2024-12-26,Tyler Wilkins,South,Technology,Accessories,474.1,4,0.07,80.6
ORD-320073,2026-03-27,Matthew Jackson,East,Furniture,Chairs,1037.7,10,0.0,249.05
ORD-320074,2026-01-17,Andrew Anderson,West,Office Supplies,Storage,382.78,6,0.0,91.87
ORD-320075,2023-09-07,Sandra Parks,West,Furniture,Bookcases,1210.68,10,0.1,169.5
ORD-320076,2023-12-10,Amanda Hopkins,West,Furniture,Tables,755.26,9,0.07,128.39
ORD-320077,2025-09-15,Lisa Clark,Central,Furniture,Bookcases,114.69,6,0.0,27.53
ORD-320078,2025-01-01,Leah Powell,Central,Office Supplies,Paper,1296.97,8,0.07,220.48
ORD-320079,2026-02-13,Catherine Smith,East,Furniture,Bookcases,454.14,3,0.03,95.37
ORD-320080,2025-02-21,Troy Richardson,Central,Furniture,Chairs,1019.48,4,0.03,214.09
ORD-320081,2025-09-06,Samantha Wilson,West,Technology,Accessories,66.86,7,0.1,9.36
ORD-320082,2025-04-03,Bailey Lee,Central,Office Supplies,Binders,1123.14,9,0.07,190.93
ORD-320083,2023-08-01,Shawn Berry,West,Office Supplies,Binders,1082.59,6,0.0,259.82
ORD-320084,2023-04-05,Heather Fischer,West,Office Supplies,Binders,298.51,1,0.0,71.64
ORD-320085,2024-06-16,James Thompson,South,Technology,Accessories,1306.63,1,0.03,274.39
ORD-320086,2026-03-26,Linda Mueller,East,Technology,Accessories,1469.86,7,0.0,352.77
ORD-320087,2025-04-03,Timothy Arnold,South,Office Supplies,Paper,1083.32,3,0.03,227.5
ORD-320088,2025-03-30,Jesse Krueger,Central,Office Supplies,Binders,1255.67,3,0.07,213.46
ORD-320089,2025-01-08,Mr. Thomas Stuart,West,Furniture,Tables,117.84,7,0.03,24.75
ORD-320090,2025-05-15,Amy Walker,South,Office Supplies,Paper,837.15,1,0.0,200.92
ORD-320091,2023-06-28,Robert Davis,East,Furniture,Bookcases,925.24,9,0.0,222.06
ORD-320092,2025-03-22,Belinda Spence,East,Office Supplies,Binders,1334.25,10,0.0,320.22
ORD-320093,2023-06-18,Shelley Johnson,West,Technology,Phones,975.55,10,0.07,165.84
ORD-320094,2025-12-19,Michele Johnson,Central,Technology,Accessories,812.0,5,0.0,194.88
ORD-320095,2025-07-20,James Cochran,Central,Furniture,Bookcases,797.86,7,0.0,191.49
ORD-320096,2025-11-11,Glenn Rivera,East,Furniture,Bookcases,1366.0,10,0.0,327.84
ORD-320097,2024-07-12,Ashley Williamson,East,Technology,Copiers,578.07,1,0.0,138.74
ORD-320098,2025-07-31,Jonathan Landry,East,Office Supplies,Binders,772.45,5,0.0,185.39
ORD-320099,2026-01-26,Rachel Taylor,East,Technology,Accessories,204.66,1,0.1,28.65
ORD-320100,2025-04-19,Dominique Knight,Central,Office Supplies,Paper,1171.39,6,0.03,245.99
ORD-320101,2025-10-27,Sarah Smith,South,Furniture,Tables,1445.5,8,0.03,303.56
ORD-320102,2024-01-29,Frank Pham,West,Furniture,Chairs,1228.45,1,0.07,208.84
ORD-320103,2023-05-25,Regina Stafford,Central,Furniture,Chairs,1001.36,2,0.1,140.19
ORD-320104,2024-10-09,Paul Christensen,South,Technology,Phones,1128.81,9,0.07,191.9
ORD-320105,2026-02-21,Zoe Rodriguez,East,Technology,Phones,1042.22,9,0.03,218.87
ORD-320106,2025-12-17,David Camacho,Central,Technology,Copiers,334.24,4,0.03,70.19
ORD-320107,2024-09-20,Melanie Cobb,Central,Furniture,Chairs,859.55,5,0.1,120.34
ORD-320108,2025-07-16,Michele Guzman,West,Furniture,Tables,412.9,3,0.07,70.19
ORD-320109,2024-05-18,Amy Hernandez,West,Furniture,Chairs,515.54,7,0.0,123.73
ORD-320110,2024-06-16,Holly Walker,West,Technology,Phones,840.04,10,0.0,201.61
ORD-320111,2025-11-12,Melanie Lewis,Central,Technology,Copiers,52.6,9,0.1,7.36
ORD-320112,2024-12-22,Jade Curry,West,Technology,Copiers,685.35,3,0.07,116.51
ORD-320113,2024-09-09,Tracy Young,South,Furniture,Bookcases,1400.27,2,0.1,196.04
ORD-320114,2024-04-07,Natalie Clark,Central,Office Supplies,Binders,952.06,6,0.07,161.85
ORD-320115,2024-04-08,Robert Hester,Central,Furniture,Chairs,1421.55,4,0.1,199.02
ORD-320116,2024-03-23,Michele Mason,East,Furniture,Bookcases,945.69,10,0.0,226.97
ORD-320117,2024-06-11,Charlotte Valdez,South,Furniture,Bookcases,1415.54,5,0.1,198.18
ORD-320118,2023-07-07,Shane Gordon,East,Technology,Accessories,1428.23,4,0.1,199.95
ORD-320119,2025-11-10,Julie Silva,West,Technology,Phones,346.23,2,0.0,83.1
ORD-320120,2023-10-22,Tammy Miller,West,Technology,Phones,1339.69,10,0.0,321.53
ORD-320121,2024-02-21,Chad Cain,East,Furniture,Bookcases,1484.94,8,0.0,356.39
ORD-320122,2025-05-06,James Watkins,West,Furniture,Tables,1390.04,9,0.1,194.61
ORD-320123,2024-10-17,Susan Everett,South,Technology,Copiers,241.26,4,0.03,50.66
ORD-320124,2026-01-29,Cindy Wolf,South,Office Supplies,Storage,380.62,5,0.03,79.93
ORD-320125,2023-06-27,Scott Park,South,Technology,Phones,1308.1,3,0.07,222.38
ORD-320126,2025-11-26,Andrew James,East,Office Supplies,Paper,1341.98,2,0.0,322.08
ORD-320127,2023-08-10,Diana Mendez,East,Office Supplies,Storage,1216.2,2,0.0,291.89
ORD-320128,2023-07-05,Katherine Robinson,West,Technology,Accessories,519.57,3,0.1,72.74
